id,city,country,population
33274,Flowery Branch,United States,8325
33275,Ketovo,Russia,8310
33276,Denny,United Kingdom,8300
33277,Chicomuselo,Mexico,7083
33278,Floreffe,Belgium,8114
33279,Oostrozebeke,Belgium,7849
33280,Corella,Spain,8220
33281,Falkenstein,Germany,8061
33282,Houdain,France,7178
33283,St. Joseph,United States,8317
33284,Tulluru,India,7794
33285,Blaxland,Australia,7451
33286,Narayanpur,India,7927
33287,Massa Marittima,Italy,8286
33288,Yarrawonga,Australia,7930
33289,Myskhako,Russia,7954
33290,Agudos do Sul,Brazil,8270
33291,Holly,United States,8313
33292,Quincy,United States,8313
33293,Bodenheim,Germany,7736
33294,Larkfield-Wikiup,United States,8312
33295,Frostproof,United States,8312
33296,Bohorodchany,Ukraine,8222
33297,West Earl,United States,8311
33298,Dalhart,United States,8310
33299,East Donegal,United States,8310
33300,Rorschacherberg,Switzerland,7285
33301,Strullendorf,Germany,8055
33302,Garrison,United States,8309
33303,Giannouli,Greece,7847
33304,Tolstoy-Yurt,Russia,8097
33305,Bulqize,Albania,8177
33306,Niala Kondapalle,India,7767
33307,Dannenberg,Germany,8200
33308,Bormes-les-Mimosas,France,8223
33309,Gonzales,United States,8306
33310,Ferrol,Philippines,8005
33311,Zirl,Austria,8162
33312,San Francisco,Colombia,8304
33313,Yazali,India,7975
33314,Chonnabot,Thailand,8145
33315,Agua Caliente,El Salvador,8261
33316,Meinersen,Germany,8151
33317,Tazeh Shahr,Iran,8216
33318,Asikkala,Finland,8287
33319,Dodji,Senegal,8281
33320,Orosi,United States,8300
33321,Runnemede,United States,8300
33322,Bel Aire,United States,8300
33323,Le Teich,France,8205
33324,Milton,United States,8299
33325,Desterro,Brazil,8253
33326,Cervaro,Italy,8093
33327,Aurora,United States,8297
33328,Elimaki,Finland,8264
33329,Firebaugh,United States,8296
33330,Kunszentmiklos,Hungary,8248
33331,Cuggiono,Italy,8290
33332,Whitefish,United States,8295
33333,Lopatcong,United States,8295
33334,Congonhinhas,Brazil,8279
33335,Eckbolsheim,France,6986
33336,Mahtomedi,United States,8294
33337,Lowenberg,Germany,8260
33338,Altrip,Germany,7602
33339,Wavrin,France,7723
33340,West Vero Corridor,United States,8292
33341,Kapuskasing,Canada,8292
33342,Les Andelys,France,8092
33343,Floris,United States,8291
33344,Aparecida,Brazil,8263
33345,Prabuty,Poland,8215
33346,Le Coteau,France,6881
33347,Uramita,Colombia,8253
33348,Savannah,United States,8288
33349,Grossrosseln,Germany,7972
33350,Ngaruawahia,New Zealand,6580
33351,Deizisau,Germany,6944
33352,Brighton,United States,8287
33353,Wachtendonk,Germany,8118
33354,Gidole,Ethiopia,8167
33355,Bismark,Germany,8256
33356,Monte Castelo,Brazil,8269
33357,Seiersberg,Austria,7351
33358,Tonnay-Charente,France,8048
33359,Boxford,United States,8282
33360,Guapua,Brazil,8260
33361,Hongwansi,China,8125
33362,Liezen,Austria,8191
33363,Arico el Nuevo,Spain,8234
33364,Prim Decembrie,Romania,7817
33365,Montague,United States,8279
33366,Grottaminarda,Italy,8004
33367,Paliano,Italy,8163
33368,Cintruenigo,Spain,8051
33369,Mount Joy,United States,8278
33370,McRae-Helena,United States,8277
33371,Pedreguer,Spain,8006
33372,Trinidad,United States,8276
33373,Kenton,United States,8276
33374,Ron Phibun,Thailand,8086
33375,Najera,Spain,8060
33376,Auby,France,7256
33377,Racalmuto,Italy,8155
33378,Carl Junction,United States,8274
33379,Septemvri,Bulgaria,8197
33380,Bad Schmiedeberg,Germany,8222
33381,Agira,Italy,8222
33382,Southeast Arcadia,United States,8272
33383,Sausset-les-Pins,France,7640
33384,Kinderhook,United States,8271
33385,La Malbaie,Canada,8271
33386,Thedinghausen,Germany,8147
33387,Paw Paw,United States,8270
33388,Kiunga,Papua New Guinea,8265
33389,Carboneras,Spain,8183
33390,Tidaholm,Sweden,8146
33391,Shengjin,Albania,8091
33392,Almirante,Panama,8114
33393,Lake City,United States,8268
33394,Radcliffe on Trent,United Kingdom,8205
33395,Ballancourt,France,7595
33396,Ribeirao do Largo,Brazil,8260
33397,Martins,Brazil,8218
33398,Mataraca,Brazil,8219
33399,Klingenthal,Germany,7986
33400,Villablino,Spain,8226
33401,Skowhegan,United States,8260
33402,Furstenzell,Germany,8157
33403,Aracena,Spain,8215
33404,Moengo,Suriname,8252
33405,Catarina,Nicaragua,7524
33406,Morada Nova de Minas,Brazil,8255
33407,Erwin,United States,8259
33408,Kruishoutem,Belgium,8086
33409,Courtry,France,6658
33410,Pudasjarvi,Finland,8257
33411,Krailling,Germany,7772
33412,Colorado City,United States,8258
33413,Oak Grove,United States,8258
33414,Karumai,Japan,8224
33415,Biguglia,France,7902
33416,La Penne-sur-Huveaune,France,6446
33417,Comendador Levy Gasparian,Brazil,8180
33418,Pawling,United States,8256
33419,Romagnat,France,7793
33420,Beraberi,India,6810
33421,Ferreira do Alentejo,Portugal,8255
33422,Seuzach,Switzerland,7291
33423,Kosterevo,Russia,8216
33424,Durnten,Switzerland,7518
33425,Banayoyo,Philippines,7931
33426,Carneirinho,Brazil,8248
33427,Moundsville,United States,8252
33428,Campoformido,Italy,7891
33429,Villa di Serio,Italy,6777
33430,Pereiras,Brazil,8213
33431,Tarfaya,Morocco,8027
33432,Sawang Wirawong,Thailand,8136
33433,Claix,France,7921
33434,Cumberland Hill,United States,8249
33435,Camas,Turkey,8118
33436,Hanawa,Japan,8209
33437,Schierling,Germany,8142
33438,Gopalpur,India,7109
33439,San Giovanni Gemini,Italy,7947
33440,Hawkinge,United Kingdom,8002
33441,Montecito,United States,8245
33442,Pena Forte,Brazil,8226
33443,Denison,United States,8244
33444,Frankley,United Kingdom,7890
33445,Locust Grove,United States,8243
33446,Buxton,United States,8243
33447,Half Moon,United States,8243
33448,Lugoff,United States,8243
33449,Vicchio,Italy,8183
33450,Fuscaldo,Italy,8108
33451,Vidreras,Spain,8073
33452,Costabissara,Italy,7658
33453,Fort Mitchell,United States,8241
33454,Conewago,United States,8241
33455,Rakkestad,Norway,8222
33456,Mockmuhl,Germany,8078
33457,Manhattan,United States,8240
33458,Honey Brook,United States,8240
33459,Souk Khmis Bni Arouss,Morocco,8193
33460,Sibilia,Guatemala,7954
33461,Brooklyn,United States,8238
33462,North Weeki Wachee,United States,8238
33463,Mahishkuchi,India,7192
33464,Libertad,Philippines,8119
33465,Mammoth Lakes,United States,8235
33466,Akranes,Iceland,7411
33467,Meggen,Switzerland,7238
33468,Isaias Coelho,Brazil,8221
33469,Millis,United States,8233
33470,Trebon,Czechia,8150
33471,Pedda Ganjam,India,7972
33472,Oberkochen,Germany,7895
33473,Johnstown,United States,8230
33474,Uchalon,India,7439
33475,Nossa Senhora dos Remedios,Brazil,8206
33476,Slapanice,Czechia,7703
33477,Le Mesnil-le-Roi,France,6292
33478,Spotswood,United States,8228
33479,Monachil,Spain,8137
33480,Sychevka,Russia,8220
33481,Langenargen,Germany,7721
33482,Haddam,United States,8227
33483,Waynesburg,United States,8227
33484,Shankoucun,China,8010
33485,Kennett,United States,8226
33486,Polo,Dominican Republic,8186
33487,Irapuru,Brazil,8187
33488,Oulad Chbana,Morocco,8081
33489,Thomson,United States,8225
33490,Pagsanghan,Philippines,7959
33491,Gattinara,Italy,7987
33492,Huliyurdurga,India,7989
33493,Irondale,United States,8224
33494,Renfrew,Canada,8223
33495,Atotonilco de Tula,Mexico,8154
33496,Neustadt,Germany,8002
33497,Hongmao,China,8153
33498,Guenange,France,7341
33499,Endirey,Russia,8105
33500,Bruck an der Leitha,Austria,7887
33501,Dudingen,Switzerland,7961
33502,Meghraoua,Morocco,8204
33503,Roquetas,Spain,8159
33504,Novaya Ladoga,Russia,8203
33505,Westlake Village,United States,8217
33506,San Daniele del Friuli,Italy,7987
33507,Castle Shannon,United States,8216
33508,North Elba,United States,8215
33509,Coaldale,Canada,8215
33510,Gross Kreutz,Germany,8133
33511,Rymarov,Czechia,8081
33512,Zhanibek,Kazakhstan,8212
33513,Chester,United States,8213
33514,Lipnik nad Becvou,Czechia,7953
33515,Zavodske,Ukraine,8180
33516,Landeck,Austria,7725
33517,Taourga,Algeria,7882
33518,Dancu,Romania,6444
33519,Valencina de la Concepcion,Spain,7894
33520,Nekunapuram,India,7870
33521,Pokuru,India,7870
33522,Tubajon,Philippines,8119
33523,Napoleon,United States,8207
33524,Pinoso,Spain,8142
33525,Domnesti,Romania,7910
33526,Willebadessen,Germany,8142
33527,Schomberg,Germany,7991
33528,Upper Saddle River,United States,8205
33529,Chinique,Guatemala,8009
33530,Melqa el Ouidane,Morocco,8176
33531,Novi Sanzhary,Ukraine,8179
33532,Donges,France,8038
33533,Collie,Australia,7587
33534,Mahopac,United States,8203
33535,Temperance,United States,8201
33536,Maxdorf,Germany,7218
33537,Vau i Dejes,Albania,8117
33538,Oberlin,United States,8199
33539,Capitolio,Brazil,8183
33540,Monsenhor Paulo,Brazil,8161
33541,Albarradas,Mexico,7965
33542,Arnstein,Germany,8125
33543,Motavita,Colombia,8067
33544,Cernosice,Czechia,7382
33545,Vineuil,France,7845
33546,Twin Lakes,United States,8196
33547,Lake Norman of Catawba,United States,8196
33548,Camutanga,Brazil,8156
33549,Nova Veneza,Brazil,8129
33550,Jefferson City,United States,8194
33551,Country Club Estates,United States,8194
33552,Petrosino,Italy,8181
33553,Bhadrapur,India,6571
33554,Kirawsk,Belarus,8178
33555,Kvasyliv,Ukraine,8117
33556,Lysianka,Ukraine,8161
33557,Caldas de Malavella,Spain,8051
33558,Kenilworth,United States,8191
33559,Eguilles,France,7957
33560,Chiaramonte Gulfi,Italy,8126
33561,Cenes de la Vega,Spain,8181
33562,Bad Herrenalb,Germany,7948
33563,San Esteban Sasroviras,Spain,7771
33564,Ercsi,Hungary,8065
33565,Loppi,Finland,8175
33566,Fifi,Morocco,8104
33567,Beauzelle,France,6676
33568,Krasnopillya,Ukraine,8165
33569,Jesteburg,Germany,7903
33570,Corumbaiba,Brazil,8181
33571,Gleize,France,7470
33572,Schroeppel,United States,8184
33573,Thuir,France,7792
33574,Caccamo,Italy,8139
33575,Hokksund,Norway,8138
33576,Granichen,Switzerland,7733
33577,Sao Jose do Cerrito,Brazil,8173
33578,Porto de Pedras,Brazil,8151
33579,Uribe,Colombia,8180
33580,Laprida,Argentina,8178
33581,Bedekovcina,Croatia,8079
33582,Manali,India,8096
33583,Mikasa,Japan,8153
33584,Chantada,Spain,8134
33585,Cortlandville,United States,8180
33586,Ellsworth,United States,8180
33587,Wedgefield,United States,8180
33588,Luisant,France,6673
33589,Campomarino,Italy,8074
33590,Itamarati,Brazil,8179
33591,Formoso,Brazil,8177
33592,Thrapston,United Kingdom,6239
33593,Dong Luang,Thailand,8135
33594,Rheinsberg,Germany,8153
33595,Ergoldsbach,Germany,8036
33596,Mallepalli,India,8149
33597,Baruipara,India,6731
33598,Clanwilliam,South Africa,7674
33599,Vrutky,Slovakia,7760
33600,San Martino in Rio,Italy,8111
33601,Vetschau/Spreewald,Germany,8103
33602,Teuchern,Germany,8077
33603,Monona,United States,8175
33604,Beeskow,Germany,8070
33605,Grumello del Monte,Italy,7427
33606,South Londonderry,United States,8174
33607,Natavaram,India,7469
33608,Verkhnyaya Khava,Russia,8154
33609,Fresnes-sur-Escaut,France,7532
33610,Center Line,United States,8171
33611,Venice Gardens,United States,8171
33612,Pismo Beach,United States,8168
33613,Beebe,United States,8168
33614,Bahnemir,Iran,7906
33615,Agali,India,7616
33616,Isle,France,7779
33617,Milliken,United States,8164
33618,Santa Cruz do Arari,Brazil,8155
33619,Montorio al Vomano,Italy,8013
33620,Barua Gopalpur,India,6614
33621,Black Mountain,United States,8162
33622,Hettange-Grande,France,7689
33623,Forte dei Marmi,Italy,7335
33624,Charnay-les-Macon,France,7559
33625,Siret,Romania,7976
33626,San Miguel Quetzaltepec,Mexico,8119
33627,Kef el Rhar,Morocco,8104
33628,Jermuk,Armenia,8013
33629,Archidona,Spain,8114
33630,Pasching,Austria,7552
33631,Cariati,Italy,8156
33632,Crestwood Village,United States,8155
33633,Surampalle,India,7789
33634,Cellole,Italy,7937
33635,El Divisadero,El Salvador,8021
33636,Neuves-Maisons,France,6653
33637,Niagara,United States,8151
33638,Imi n-Tlit,Morocco,8057
33639,Tavullia,Italy,7961
33640,Colmeia,Brazil,8141
33641,Meadow Lakes,United States,8149
33642,Selters,Germany,7952
33643,Gumushacikoy,Turkey,8121
33644,Sogel,Germany,8003
33645,Center Moriches,United States,8147
33646,Litchfield,United States,8147
33647,Portugal Cove-St. Philip's,Canada,8147
33648,Vobarno,Italy,8112
33649,Vale do Paraiso,Brazil,8138
33650,Tarutyne,Ukraine,8125
33651,Port Jefferson,United States,8145
33652,Middleport,United States,8145
33653,Eaton,United States,8145
33654,Pisogne,Italy,7982
33655,Bara Bakra,India,6866
33656,Tuskegee,United States,8142
33657,Marchamalo,Spain,7889
33658,Campos Lindos,Brazil,8139
33659,Topolobampo,Mexico,6361
33660,Quinchao,Chile,8088
33661,Breda di Piave,Italy,7835
33662,Bonsecours,France,6429
33663,Los Santos de Maimona,Spain,8064
33664,Nova Fatima,Brazil,8136
33665,Zorra,Canada,8138
33666,Kyabram,Australia,7331
33667,Talalora,Philippines,7856
33668,Daun,Germany,7974
33669,Soustons,France,8056
33670,Ephrata,United States,8136
33671,Rockwood,United States,8136
33672,Dhalpal,India,7319
33673,Kindberg,Austria,8047
33674,Canton,United States,8134
33675,Fehergyarmat,Hungary,7981
33676,Neuendettelsau,Germany,7899
33677,Bystrice nad Pernstejnem,Czechia,7982
33678,Vorselaar,Belgium,7848
33679,Leesville,United States,8132
33680,Kinchil,Mexico,6307
33681,Peronne,France,7595
33682,Oradell,United States,8131
33683,Kitimat,Canada,8131
33684,Minnetrista,United States,8130
33685,Templeton,United States,8130
33686,Tarouca,Portugal,8048
33687,Gering,United States,8128
33688,Manhush,Ukraine,8127
33689,Sanctuary Point,Australia,7225
33690,Levico Terme,Italy,8000
33691,Bad Endbach,Germany,7928
33692,Shelburne,Canada,8126
33693,Adams,United States,8125
33694,Bagnes,Switzerland,8096
33695,Serra Ricco,Italy,7826
33696,Bassens,France,7404
33697,La Almunia de Dona Godina,Spain,7983
33698,Gongogi,Brazil,8082
33699,Monts,France,7835
33700,Tricesimo,Italy,7687
33701,Afsin,Turkey,8069
33702,Harrison,United States,8121
33703,Healesville,Australia,7461
33704,Gratkorn,Austria,7892
33705,Medyn,Russia,8109
33706,Bad Lausick,Germany,8005
33707,Toijala,Finland,8060
33708,San Martin Hidalgo,Mexico,8092
33709,Kennedy,United States,8119
33710,Medebach,Germany,8055
33711,Remiremont,France,7691
33712,Hazard,United States,8118
33713,Summit Park,United States,8118
33714,Sidi 'Ali Bou Aqba,Morocco,8083
33715,Gray,United States,8117
33716,Vityazevo,Russia,7936
33717,Cherry Valley,United States,8115
33718,Morata de Tajuna,Spain,7924
33719,Untersiggenthal,Switzerland,7240
33720,Omak,United States,8114
33721,Vandenberg Village,United States,8114
33722,West Dundee,United States,8113
33723,Bajanki,India,7804
33724,Garladinne,India,7766
33725,Loreggia,Italy,7708
33726,Blandon,United States,8111
33727,Hire Kotankal,India,7889
33728,Winterbach,Germany,7660
33729,Santa Rosa,Brazil,8054
33730,Datura,India,6870
33731,Duvall,United States,8107
33732,Laihia,Finland,8090
33733,Mehrdasht,Iran,8097
33734,Saint-Affrique,France,8034
33735,Yaremche,Ukraine,8094
33736,Collier,United States,8106
33737,Ayer,United States,8106
33738,Oederan,Germany,8002
33739,Yungay,Peru,8000
33740,Solosuchiapa,Mexico,8082
33741,Vinton,United States,8104
33742,El Metline,Tunisia,7370
33743,Notre-Dame-de-Bondeville,France,6990
33744,El Meghassine,Morocco,8001
33745,Ananiv,Ukraine,8077
33746,Wissous,France,7301
33747,Joshua,United States,8101
33748,Mezguitem,Morocco,8087
33749,Wajrakarur,India,7925
33750,Livadia,Cyprus,7177
33751,Kirchheimbolanden,Germany,7802
33752,Kelty,United Kingdom,6730
33753,Oak Hill,United States,8098
33754,Burpengary,Australia,6433
33755,Herrieden,Germany,7999
33756,Monument,United States,8097
33757,Hopkinton,United States,8097
33758,Reilingen,Germany,7630
33759,Turbigo,Italy,7246
33760,Olonets,Russia,8091
33761,Bosel,Germany,8016
33762,Algermissen,Germany,7874
33763,Croton-on-Hudson,United States,8095
33764,Centellas,Spain,7595
33765,Zapadnaya Dvina,Russia,8089
33766,Saint-Julien-les-Villas,France,6801
33767,Bellevue,United States,8094
33768,Briarcliff Manor,United States,8094
33769,Sodus,United States,8094
33770,Carmignano di Brenta,Italy,7576
33771,Alliance,United States,8092
33772,Wickenburg,United States,8092
33773,Heimberg,Switzerland,6827
33774,Sterling,United States,8091
33775,Allegheny,United States,8091
33776,Paverama,Brazil,8044
33777,Reppenstedt,Germany,7581
33778,Alvorada do Norte,Brazil,8084
33779,Nazaria,Brazil,8068
33780,Kunszentmarton,Hungary,8034
33781,Moraujo,Brazil,8070
33782,Targu Carbunesti,Romania,8034
33783,Berango,Spain,7271
33784,Trevoux,France,6882
33785,Kushuhum,Ukraine,8032
33786,Selah,United States,8087
33787,Ecouen,France,7145
33788,Vista Alegre do Alto,Brazil,8002
33789,Fara Gera d'Adda,Italy,8017
33790,Hammerfest,Norway,8073
33791,Pedraza,Colombia,8066
33792,Shorewood,United States,8084
33793,Languidic,France,8010
33794,California,Brazil,8069
33795,Bruchmuhlbach-Miesau,Germany,7793
33796,Saint-Hippolyte,Canada,8083
33797,Postbauer-Heng,Germany,7767
33798,Almodovar del Rio,Spain,8036
33799,Helena Valley West Central,United States,8082
33800,Aguas da Prata,Brazil,8025
33801,Applewood,United States,8081
33802,Jackson,United States,8081
33803,Aguelhok,Mali,8080
33804,Cologne,Italy,7534
33805,Soisy-sur-Seine,France,7235
33806,Margaret River,Australia,7654
33807,Gurjaani,Georgia,8024
33808,Kronenwetter,United States,8079
33809,Schweich,Germany,7827
33810,Clausthal,Germany,7741
33811,Publier,France,7264
33812,Piranguinho,Brazil,8016
33813,Saint-Priest-en-Jarez,France,6092
33814,Indrani,India,7018
33815,Gilberts,United States,8076
33816,Bargersville,United States,8076
33817,Dzyatlava,Belarus,8061
33818,Passa Tempo,Brazil,8057
33819,Colico,Italy,7853
33820,Treuen,Germany,7894
33821,Sacrofano,Italy,7799
33822,Hampton,United States,8073
33823,Santana da Boa Vista,Brazil,8067
33824,Pata Pandillapalle,India,7243
33825,Sudden Valley,United States,8072
33826,Freisen,Germany,7907
33827,Rajavommangi,India,8003
33828,Hollymead,United States,8071
33829,Rockmart,United States,8071
33830,Tafraoutane,Morocco,7999
33831,Tyn nad Vltavou,Czechia,7887
33832,Sankt Andra vor dem Hagenthale,Austria,7870
33833,Santa Eulalia de Ronsana,Spain,7538
33834,Schellerten,Germany,7968
33835,Lake Carmel,United States,8067
33836,West Thurrock,United Kingdom,7795
33837,Lockwood,United States,8066
33838,Wyoming,United States,8066
33839,Montreuil-Juigne,France,7521
33840,Urraween,Australia,6969
33841,Sante Kasalgere,India,7457
33842,Jockgrim,Germany,7471
33843,Beynes,France,7651
33844,Brion,Spain,7957
33845,Lake Dallas,United States,8063
33846,Semenivka,Ukraine,8052
33847,Bloomingdale,United States,8061
33848,Heyin,China,7642
33849,Staraya Sunzha,Russia,7843
33850,Rothenburg,Switzerland,7571
33851,Manziana,Italy,7737
33852,Ramstein-Miesenbach,Germany,7876
33853,Maracalagonis,Italy,7980
33854,Rolling Hills Estates,United States,8058
33855,Tapirai,Brazil,8047
33856,Moirans,France,7675
33857,Olvera,Spain,8016
33858,Tamasi,Hungary,7986
33859,Uckange,France,6829
33860,Lisses,France,7350
33861,South Cleveland,United States,8056
33862,Chumsaeng,Thailand,7942
33863,Casteltermini,Italy,7976
33864,Willits,United States,8055
33865,Clinton,United States,8055
33866,Kottingbrunn,Austria,7417
33867,Kiama,Australia,6881
33868,Chisineu Cris,Romania,7987
33869,Clisson,France,7399
33870,Namestovo,Slovakia,7876
33871,Akrehamn,Norway,7873
33872,Melnikovo,Russia,8048
33873,Skiatook,United States,8052
33874,Alpestre,Brazil,8027
33875,Mundlapadu,India,7781
33876,Decorah,United States,8051
33877,Itanagra,Brazil,8034
33878,Elsterwerda,Germany,7856
33879,Iepe,Brazil,8036
33880,Waltham,United Kingdom,6413
33881,Brookhaven,United States,8049
33882,Macaubal,Brazil,8033
33883,Delligsen,Germany,7832
33884,Diamondhead,United States,8048
33885,Cachoeira Dourada,Brazil,8031
33886,Arazane,Morocco,7999
